,address,description,name,value
1229,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,Elegant 3 Bedroom Plus Sq For Sale In Kileleshwa For 23million.,KSh 23000000
1230,"Milima Road, Karen, Nairobi, Nairobi",22662 Land Size (m²),Lovely Property for sale  in Karen Hardy - 56 Acres,KSh 250000000
1231,"Tigoni , Tigoni - Banana road, Limuru Township, Central",2116 Land Size (m²),Half Acre Plot Of Land For Sale In Tigoni On Tarmac,KSh 15000000
1232,"Riara Road, Lavington, Nairobi, Nairobi",3 Bedrooms,"High End Quality 3 Bedrooms + Dsq For Sale In Riara Road, Lavington",KSh 18000000
1233,"Oloitokitok Road, Kileleshwa, Nairobi, Nairobi",7 Bedrooms,7 Bedroom Apartment For Sale In Kileleshwa,KSh 35000000
1234,"Ngong road, Kilimani, Nairobi, Nairobi",1 Rooms (total),"A 3335 Sq Ft Office Space For Sale In Kilimani , Along Ngong Road",KSh 51000000
1235,"Church Road, Westlands, Nairobi, Nairobi",2 Bedrooms,"2 Bedroom Apartment For Sale, Church Road",KSh 25000000
1236,"lavington, Lavington, Nairobi, Nairobi",2 Bedrooms,Spacious 2 Bedroom Apartment For Sale In Lavington,KSh 14500000
1237,"Gichugu Rd Kileleshwa, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment Available For Sale In Kileleshwa,KSh 18500000
1238,"Raphta Road, Westlands, Nairobi, Nairobi",3 Bedrooms,3 Bedroom For Sale In Westlands,KSh 22000000
1239,"Kilimani, Nairobi, Nairobi",1 Bedrooms,Luxurious 1 Bedroom For Sale In Kilimani,KSh 9500000
1240,"Kirichwa road, Kilimani, Nairobi, Nairobi",2 Bedrooms,"Spacious 2 And 3 Bedrooms For Sale In Kilimani, Kirichwa Road",KSh 8500000
1241,"Mombasa Road, Mombasa Road, Nairobi, Nairobi",NO001AP32ZPZINTRESKEA Object ID,Encasa At Mombasa Road - Mombasa Road  Nairobi,KSh 1400000
1242,"Riverside, Riverside, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In In Riverside.,KSh 50000000
1243,"Kilimani, Nairobi Kenya, Kilimani, Nairobi, Nairobi",3 Bedrooms,Spectacular 3 Bedroom Unfurnished Apartment For Sale In Kilimani,KSh 26000000
1244,"Riabai Road, Kiambu, Kiambu, Kiambu, Central",3 Bedrooms,"3 Bedroom Apartment For Sale In Kiambu, Migaa Golf Esate.",KSh 10750000
1245,"Lavington, Lavington, Nairobi, Nairobi",2 Bedrooms,2 Bedroom In Lavington,KSh 16000000
1246,"Githunguri road, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,Five Bedroom Penthouse For Sale In Kileleshwa,KSh 37000000
1247,"Kitengela, Kajiado, Nairobi, Nairobi",3 Bedrooms,Stunning 3 Bedroom Townhouse with Dsq for sale in Kitengela,KSh 10000000
1248,"Gatundu road, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Kileleshwa,KSh 24000000
1249,"Rhapta road, Westlands, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Westlands,KSh 29000000
1250,"kileleshwa, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,Five Bedroom Penthouse For Sale In Kileleshwa,KSh 36000000
1251,"Kangundo Road, Kangundo Road, Nairobi, Nairobi",465 Land Size (m²),1/8th Acre Plots on Kangundo Road,KSh 540000
1252,"East Church R. d, Westlands, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In Westlands,KSh 21000000
1253,"Kilimani, Nairobi, Nairobi",3 Bedrooms,Apartment In Kilimani,KSh 18000000
1254,"Gatundu Road, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,"Off Plan 3 Bedroom Apartment For Sale, Kileleshwa",KSh 12500000
1255,"Kibagare Estate, Kyuna, Nairobi, Nairobi",10117 Land Size (m²),"Land for sale  in Kibagare Estate, Kyuna",KSh 220000000
1256,"Thika Road Opposite Ruiru Sports Club, Ruiru, Ruiru, Central",2 Bedrooms,Offplan Apartments,KSh 6000000
1257,"kileleshwa, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,"1,2&3 Bedroom Apartment For Sale In Kileleshwa",KSh 13000000
1258,"Kileleshwa, Nairobi, Nairobi",3 Bedrooms,"Apartment 3 Bedroom, For Sale - Kileleshwa Off Arboretum Rd",KSh 35000000
1259,"Mlolongo, Nairobi, Nairobi",3 Bedrooms,Apartment 3 Bedroom For Sale - Mlolongo Off Mbs Rd,KSh 8500000
1260,"riara road, Kilimani, Nairobi, Nairobi",3 Bedrooms,Charming 3 Bedroom Apartment- Kilimani,KSh 16000000
1261,"It's along riverside drive., Riverside, Nairobi, Nairobi",3 Bedrooms,A Brand New 3 Bedroom All En-Suite With A Dsq For Sale In Riverside Drive,KSh 26000000
1262,"riverside drive, Riverside, Nairobi, Nairobi",4 Bedrooms,An Executive And Exclusive Apartment For Sale In Riverside,KSh 30000000
1263,"Mumwe drive, Runda, Nairobi, Nairobi",4 Bedrooms,A Magnificent 4 Bedroom Detached Villa/Town House for sale in Runda Mumwe,KSh 67000000
1264,"Riara Road, Lavington, Nairobi, Nairobi",3 Bedrooms,"Condominium Sherwood 3 Bedrooms + Dsq High End Quality Finish Apartments, From Ksh. 18m Only.",KSh 18000000
1265,"near yaya centre, Kilimani, Nairobi, Nairobi",910 Living area (m²),Beautiful & Prime Property,Contact seller for price
1266,"Vihiga road, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Kileleshwa,KSh 25000000
1267,"Embakasi, Nairobi, Nairobi",3 Bedrooms,3 Br Apartment In Embakasi,KSh 6200000
1268,"Riverside, Riverside, Nairobi, Nairobi",4 Bedrooms,4 Bedroom At Riverside,Contact seller for price
1269,"Nyeri road, Kileleshwa, Nairobi, Nairobi",2 Bedrooms,2 Bedroom For Sale In Kileleshwa,KSh 14000000
1270,"Riverside Drive, Riverside, Nairobi, Nairobi",3 Bedrooms,Riverside Drive:- 3 Bedroom Apartment With Dsq.,KSh 23000000
1271,"Mombasa Road, Syokimau, Nairobi, Nairobi",20230 Land Size (m²),5 Acres Very Prime Commercial Land Along Mombasa Road,Contact seller for price
1272,"Ngelani Area, Machakos, Machakos, Eastern",NO078 LA18KMZINTRESKE-NEW Object ID,"Ngelani Gardens, Residential and Commercial Plots for sale",KSh 349000
1273,"Waiyaki Way, , Nairobi, Nairobi",3 Bedrooms,Apartment For Sale In Westlands Along Waiyaki,KSh 18500000
1274,"Syokimau, Syokimau, Nairobi, Nairobi",NO606LA98WLLINTRESKE-NEW Object ID,Syokimau - Prime 3 Acre Plot,KSh 55000000
1275,"Juja, Juja, Kiambu, Central",3 Bedrooms,Comely 3 Bedroom Pent House Apartments In Juja For Sale,KSh 8000000
1276,"Kitengela, Kajiado, Rift Valley",1874 Land Size (m²),"1/2 Acre Plot for sale , Konza",KSh 1200000
1277,"Naivasha Rd Lavington, Lavington, Nairobi, Nairobi",2 Bedrooms,2 Bedroom Apartment For Sale Lavington,KSh 12000000
1278,"Lavington, Nairobi, Nairobi",3 Bedrooms,Elegant 3 Bedroom Apartment Along Muringa Road.,KSh 22000000
1279,"Kantafu, Kangundo Road, Nairobi, Nairobi",506 Land Size (m²),50*100 Prime Plots of Land in Kantafu for sale,KSh 450000
1280,"Hatheru, Lavington, Nairobi, Nairobi",3 Bedrooms,3 Bedroom + Dsq Apartment In Lavingtone,KSh 17950000
1281,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,Spacious Apartment To Sell In Kileleshwa.,KSh 17000000
1282,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",2 Bedrooms,Spacious Two Bedroom For Sale In Kileleshwa.,KSh 16000000
1283,"waiyaki way, Loresho, Nairobi, Nairobi",3 Bedrooms,Loresho Three Bedroom Apartment With Servants Quarter,KSh 15000000
1284,"It's along riara rd behind Nakumatt junction., Riara Road, Nairobi, Nairobi",3 Bedrooms,A 3bdrm Unfurnished Penthouse For Sale Along Riara Rd.,KSh 15000000
1285,"Mambrui, Malindi, Kilifi, Coast",4 Bedrooms,4-Bedroom Villa For Sale In Mambrui,KSh 15000000
1286,"Joseph Kangethe Road, Woodley, Nairobi, Nairobi",3 Bedrooms,"3 Bedroom Apartment For Sale,Joseph Kangethe Road",KSh 14000000
1287,"Vihiga Road, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,Modern And Luxurious 3 Bedroom Apartment For Sale In Kileleshwa,KSh 25000000
1288,"Ruaka, Nairobi, Nairobi",2 Bedrooms,Palace Apartments At Ruaka,KSh 6000000
1289,"Karen, Karen, Nairobi, Nairobi",2 Bedrooms,Karen West Apartments,KSh 7000000
1290,"Mbagathi, Nairobi, Nairobi",3 Bedrooms,"Apartment, 3 Bedroom Master En-Suite - Mbagathi Way",KSh 12000000
1291,"190 School Ln, Westlands, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In Westlands,KSh 29000000
1292,"Kayahwe road, Kilimani, Nairobi, Nairobi",3 Bedrooms,"3 Bedrooms For Sale On Kayahwe Road, Kilimani. Ksh. 13m",KSh 13000000
1293,"off links road, Nyali, Mombasa, Coast",3 Bedrooms,A Beautiful 3 Bedroom Apartment For Sale In Nyali,KSh 20000000
1294,"Ngong road, Ngong Road, Nairobi, Nairobi",1 Bedrooms,Your Dream First Home In Nairobi!!!,KSh 4500000
1295,"Ole Shapara Road, South C, Nairobi, Nairobi",3 Bedrooms,Apartments For Sale In South C,KSh 13000000
1296,"off baba dogo road, Ruaraka, Nairobi, Nairobi",NO656CO30UTXINTRESKEA Object ID,Ruaraka 4 acres and warehouse for sale,Contact seller for price
1297,"Rhapta road, Westlands, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Westlands,KSh 24000000
1298,"Kilimani, Nairobi, Nairobi",3 Bedrooms,Luxurious Apartments For Sale At The Heart Of Kilimani,KSh 24800000
1299,"Kibokoni Residence, Malindi, Kilifi, Coast",4 Bedrooms,Amazing House For Sale In Malindi.,KSh 33000000
1300,"Thogoto, Thogoto, Thogoto, Central",NO439LA36VWPINTRESKE-NEW Object ID,"Land at  Thogoto, Kikuyu, Central",KSh 11000000
1301,"Hatheru road, Lavington, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Lavington,KSh 15500000
1302,"Riverside, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartments For Sale At Riverside,KSh 30000000
1303,"Club Road, Nakuru, Rift Valley",1 Rooms (total),1104 sq.ft Office Suite  for sale in Nakuru town.,KSh 9384000
1304,"Riara road, Lavington, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Lavington,KSh 24000000
1305,"Ruiru, Nairobi, Nairobi",3 Bedrooms,"Dahlia Gardens, 3 Bedrooms, Master En-Suite Â€“ Ruiru Â€“ A Long Thika Supper Highway",KSh 8500000
1306,"Diani close, Kilimani, Nairobi, Nairobi",4 Bedrooms,Nice Apartment On Diani Close,KSh 24000000
1307,"MOMBASA ROAD, Mombasa Road, Nairobi, Nairobi",1 Rooms (total),OFFICE FOR SALE ALONG MOMBASA ROAD,KSh 18000000
1308,"Langata, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In Langata,KSh 11500000
1309,"Turbo Road, Kilimani, Nairobi, Nairobi",2 Bedrooms,Stunning Apartments In Kilimani,KSh 16000000
1310,"Siaya road Kileleshwa, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,3 Bedroom & Dsq For Sale Kileleshwa.23m,KSh 23000000
1311,"Raphta Road, Westlands, Nairobi, Nairobi",3 Bedrooms,"Stunning 3 Bedroom Apartment, Raphta Road- Westlands",KSh 33500000
1312,"Syokimau, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In Syokimau,KSh 6500000
1313,"Mtwapa, North Coast, Mombasa, Coast",506 Land Size (m²),Prime 50*100 (1/8) Land for sale  in Mtwapa,KSh 13000000
1314,"Elgeyo marakwet rd kilimani, Kilimani, Nairobi, Nairobi",2 Bedrooms,2 Bedroom Apartment Kilimani 14.5m,KSh 14500000
1315,"Ngong Road, Nairobi, Ngong Road, Nairobi, Nairobi",1 Bedrooms,Lenana Forest View 1br Apartment For Sale,KSh 12000000
1316,"KIRICHWA, Kilimani, Nairobi, Nairobi",2 Bedrooms,Two Bedroom For Sale In Kilimani,KSh 14000000
1317,"Ongata Rongai- Masai Lodge, Ongata Rongai, Kajiado, Rift Valley",3 Bedrooms,Elegant 3 Bedroom Apartment In Ongata Rongai- Masai Lodge,KSh 6600000
1318,"general mathenge, Westlands, Nairobi, Nairobi",3 Bedrooms,"Westlands, Apartments For Sale",KSh 75000000
1319,"Nyali, Nyali, Mombasa, Coast",3 Bedrooms,Executive 3 Bedroom Apartments For Sale In Nyali.,KSh 7500000
1320,"Kiambu, Kiambu Road, Nairobi, Nairobi",1012 Land Size (m²),¼ Acre of Land Migaa Golf Estate - Mitini Scape,KSh 9500000
1321,"Sidai Village, Athi River-Syokimau, Athi River, Athi River, Eastern",3 Bedrooms,"3 Bedroom Maisonette for sale in Gated Community, Along Mombasa Road",KSh 8500000
1322,"KIAMBU ROAD, Kiambu Road, Nairobi, Nairobi",2 Bedrooms,"2 Bedroom Apartment For Sale-Fourways Junction Estate, Kiambu Road",KSh 12000000
1323,"Mombasa road, Mombasa Road, Nairobi, Nairobi",NO001LA78JEFINTRESKE-NEW Object ID,Industrial 5 Acres Land for sale  Mombasa Road,KSh 150000000
1324,"REDHILL CHURCH ENTRANCE .... ROAD TO ONE RED HILL HOUSING ESTATE, Limuru road, Nairobi, Nairobi",20640 Land Size (m²),"Plot of  Land at Redhill, of Limuru Rd",KSh 20000000
1325,"Riverside drv, Riverside, Nairobi, Nairobi",3 Bedrooms,Luxury Apartment,KSh 200000
1326,"hatheru road, Lavington, Nairobi, Nairobi",2 Bedrooms,Lavington Hatheru Road 2 Bedroom Apartment Off - Plan,KSh 8500000
